Master,Protein FDR Confidence: Combined,Accession,Gene Symbol,Description,# Peptides,# PSMs,"Abundance Ratio: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio: (PLL, Normal) / (BLL, Normal)","Abundance Ratio: (PLL, Diseased) / (PLL, Normal)","Abundance Ratio (log2): (BLL, Diseased) / (BLL, Normal)","Abundance Ratio (log2): (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio (log2): (PLL, Normal) / (BLL, Normal)","Abundance Ratio (log2): (PLL, Diseased) / (PLL, Normal)","Abundance Ratio P-Value: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio P-Value: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio P-Value: (PLL, Normal) / (BLL, Normal)","Abundance Ratio P-Value: (PLL, Diseased) / (PLL, Normal)","Abundances (Grouped): BLL, Diseased","Abundances (Grouped): BLL, Normal","Abundances (Grouped): PLL, Diseased","Abundances (Grouped): PLL, Normal","Abundances (Grouped) Count: BLL, Diseased","Abundances (Grouped) Count: BLL, Normal","Abundances (Grouped) Count: PLL, Diseased","Abundances (Grouped) Count: PLL, Normal","Abundances (Normalized): F1: Sample, BLL, Diseased","Abundances (Normalized): F3: Sample, BLL, Diseased","Abundances (Normalized): F5: Sample, BLL, Diseased","Abundances (Normalized): F7: Sample, BLL, Diseased","Abundances (Normalized): F9: Sample, BLL, Diseased","Abundances (Normalized): F2: Sample, BLL, Normal","Abundances (Normalized): F4: Sample, BLL, Normal","Abundances (Normalized): F6: Sample, BLL, Normal","Abundances (Normalized): F8: Sample, BLL, Normal","Abundances (Normalized): F10: Sample, BLL, Normal","Abundances (Normalized): F11: Sample, PLL, Diseased","Abundances (Normalized): F13: Sample, PLL, Diseased","Abundances (Normalized): F15: Sample, PLL, Diseased","Abundances (Normalized): F17: Sample, PLL, Diseased","Abundances (Normalized): F19: Sample, PLL, Diseased","Abundances (Normalized): F12: Sample, PLL, Normal","Abundances (Normalized): F14: Sample, PLL, Normal","Abundances (Normalized): F16: Sample, PLL, Normal","Abundances (Normalized): F18: Sample, PLL, Normal","Abundances (Normalized): F20: Sample, PLL, Normal","Abundance: F1: Sample, BLL, Diseased","Abundance: F3: Sample, BLL, Diseased","Abundance: F5: Sample, BLL, Diseased","Abundance: F7: Sample, BLL, Diseased","Abundance: F9: Sample, BLL, Diseased","Abundance: F2: Sample, BLL, Normal","Abundance: F4: Sample, BLL, Normal","Abundance: F6: Sample, BLL, Normal","Abundance: F8: Sample, BLL, Normal","Abundance: F10: Sample, BLL, Normal","Abundance: F11: Sample, PLL, Diseased","Abundance: F13: Sample, PLL, Diseased","Abundance: F15: Sample, PLL, Diseased","Abundance: F17: Sample, PLL, Diseased","Abundance: F19: Sample, PLL, Diseased","Abundance: F12: Sample, PLL, Normal","Abundance: F14: Sample, PLL, Normal","Abundance: F16: Sample, PLL, Normal","Abundance: F18: Sample, PLL, Normal","Abundance: F20: Sample, PLL, Normal",Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Unique Peptides,# AAs,MW [kDa],calc. pI,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Pfam IDs,Entrez Gene ID,Gene ID,Ensembl Gene ID,Reactome Pathways,WikiPathways,# Protein Pathway Groups,# Razor Peptides,"Abundances (Grouped) CV [%]: BLL, Diseased","Abundances (Grouped) CV [%]: BLL, Normal","Abundances (Grouped) CV [%]: PLL, Diseased","Abundances (Grouped) CV [%]: PLL, Normal","Found in Sample: F1: Sample, BLL, Diseased","Found in Sample: F3: Sample, BLL, Diseased","Found in Sample: F5: Sample, BLL, Diseased","Found in Sample: F7: Sample, BLL, Diseased","Found in Sample: F9: Sample, BLL, Diseased","Found in Sample: F2: Sample, BLL, Normal","Found in Sample: F4: Sample, BLL, Normal","Found in Sample: F6: Sample, BLL, Normal","Found in Sample: F8: Sample, BLL, Normal","Found in Sample: F10: Sample, BLL, Normal","Found in Sample: F11: Sample, PLL, Diseased","Found in Sample: F13: Sample, PLL, Diseased","Found in Sample: F15: Sample, PLL, Diseased","Found in Sample: F17: Sample, PLL, Diseased","Found in Sample: F19: Sample, PLL, Diseased","Found in Sample: F12: Sample, PLL, Normal","Found in Sample: F14: Sample, PLL, Normal","Found in Sample: F16: Sample, PLL, Normal","Found in Sample: F18: Sample, PLL, Normal","Found in Sample: F20: Sample, PLL, Normal",# Protein Groups,Modifications,Checked,"Abundance Ratio Variability [%]: (BLL, Diseased) / (BLL, Normal)","Abundance Ratio Variability [%]: (PLL, Diseased) / (BLL, Diseased)","Abundance Ratio Variability [%]: (PLL, Normal) / (BLL, Normal)","Abundance Ratio Variability [%]: (PLL, Diseased) / (PLL, Normal)",Score Sequest HT: Sequest HT,Molecular Function,Phospho (S; T; Y) Count,Phospho (S; T; Y) Positions
Master Protein,Medium,Q8WWA1,TMEM40,Transmembrane protein 40 OS=Homo sapiens OX=9606 GN=TMEM40 PE=1 SV=2,1,1,0.439,0.01,2.019,0.01,-1.19,-6.64,1.01,-6.64,4.99E-01,1.00E-17,5.31E-01,1.00E-17,2.23E+05,5.09E+05,,1.03E+06,2,2,,1,,5.61E+05,,8.87E+04,,6.88E+05,,,3.76E+05,,,,,,,1.03E+06,,,,,,2.13E+03,,8.87E+04,,2.44E+03,,,1.06E+04,,,,,,,2.00E+03,,,,,0.029,FALSE,1.845,6,1,233,25.5,5.59,1,,other membranes,Pf15817,55287,C9JID5; hsa:55287; Q8NAL4; Q8WWA1; Q9NUZ4,ENSG00000088726,,,0,0,102.81,41.42,,,n/a,Peak Found,n/a,Peak Found,n/a,Peak Found,n/a,n/a,High,n/a,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,n/a,n/a,n/a,1,,FALSE,116.09,,45.41,,2.16,,0,
Master Protein,High,P53618,COPB1,Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3,6,11,0.437,0.456,0.436,0.361,-1.19,-1.13,-1.2,-1.47,4.60E-01,6.32E-01,3.17E-01,5.07E-01,3.36E+05,1.42E+05,1.28E+05,1.45E+06,2,1,4,3,1.71E+05,,,6.61E+05,,1.42E+05,,,,,1.45E+05,1.14E+05,,2.79E+05,5.99E+04,,1.53E+06,,1.45E+06,4.35E+04,6.78E+02,,,6.61E+05,,5.04E+02,,,,,8.65E+02,5.10E+03,,3.76E+04,1.49E+03,,4.29E+05,,3.39E+04,4.63E+02,0,FALSE,24.303,10,6,953,107.1,6.05,6,transport,plasma membrane;other membranes;cytosol;ER/Golgi;other cell component,"Pf01602, Pf07718, Pf14806",1315,D3DQX0; hsa:1315; P53618; Q6GTT7; Q9NTK2; Q9UNW7,ENSG00000129083,COPI-dependent Golgi-to-ER retrograde traffic; COPI-mediated anterograde transport; Neutrophil degranulation,,3,0,83.38,,62.41,82.95,Peak Found,n/a,High,High,n/a,Peak Found,n/a,n/a,n/a,n/a,Peak Found,Peak Found,n/a,High,Peak Found,n/a,High,n/a,Peak Found,Peak Found,1,,FALSE,0,68.57,53.25,83.11,35.53,other molecular function,0,
Master Protein,High,O96000,NDUFB10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3,6,29,0.437,0.708,1.322,0.589,-1.19,-0.5,0.4,-0.76,2.99E-01,9.73E-01,8.22E-01,6.94E-01,5.80E+06,2.13E+06,2.46E+06,5.81E+06,5,5,5,5,3.12E+06,7.12E+06,4.05E+05,5.80E+06,1.25E+07,2.00E+06,1.70E+06,4.29E+06,2.13E+06,7.67E+06,1.20E+06,4.10E+06,2.46E+06,2.16E+06,2.62E+06,3.49E+06,1.46E+06,6.63E+06,5.81E+06,8.07E+06,1.24E+04,2.71E+04,3.96E+03,5.80E+06,6.46E+05,7.11E+03,3.02E+04,3.96E+04,6.01E+04,8.16E+04,7.17E+03,1.83E+05,2.00E+04,2.91E+05,6.51E+04,6.80E+03,4.09E+05,4.69E+04,1.36E+05,8.59E+04,0,FALSE,19.788,43,6,172,20.8,8.48,6,cell organization and biogenesis;other metabolic processes;transport,other membranes;mitochondrion,Pf10249,4716,hsa:4716; O96000; Q96II6,ENSG00000140990; ENSG00000291930,Complex I biogenesis,Electron transport chain: OXPHOS system in mitochondria; Nonalcoholic fatty liver disease; Modulators of TCR signaling and T cell activation; Oxidative phosphorylation,6,0,78.77,70.73,41.71,51.56,High,High,Peak Found,High,High,Peak Found,Peak Found,High,High,High,Peak Found,High,Peak Found,High,High,Peak Found,High,Peak Found,Peak Found,Peak Found,1,,FALSE,127.36,126.72,106.98,127.37,64.51,transporter activity,0,
Master Protein,High,Q9BTD8,RBM42,RNA-binding protein 42 OS=Homo sapiens OX=9606 GN=RBM42 PE=1 SV=1,1,1,0.437,1.282,0.446,0.735,-1.2,0.36,-1.16,-0.44,3.87E-01,5.21E-01,4.31E-01,9.65E-01,4.01E+04,9.19E+04,5.14E+04,6.99E+04,2,2,3,4,,,3.85E+04,4.18E+04,,1.78E+05,,4.76E+04,,,5.14E+04,,,3.24E+04,5.70E+04,8.53E+04,,7.36E+04,1.93E+04,6.63E+04,,,3.76E+02,4.18E+04,,6.31E+02,,4.39E+02,,,3.08E+02,,,4.37E+03,1.42E+03,1.66E+02,,5.22E+02,4.51E+02,7.06E+02,0,FALSE,4.693,4,1,480,50.4,9.63,1,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,Pf00076,79171,hsa:79171; O00320; Q8N5R7; Q9BTD8; Q9BU66,ENSG00000126254,mRNA Splicing - Major Pathway,,1,0,5.93,81.65,27.43,47.39,n/a,n/a,Peak Found,High,n/a,Peak Found,n/a,Peak Found,n/a,n/a,Peak Found,n/a,n/a,Peak Found,Peak Found,Peak Found,n/a,Peak Found,Peak Found,Peak Found,1,,FALSE,100.52,16.28,64.82,53.58,3.87,nucleic acid binding activity,0,
Master Protein,High,Q6P2E9,EDC4,Enhancer of mRNA-decapping protein 4 OS=Homo sapiens OX=9606 GN=EDC4 PE=1 SV=1,5,7,0.436,0.564,0.33,0.138,-1.2,-0.83,-1.6,-2.85,4.02E-01,8.04E-01,1.71E-01,1.07E-01,2.21E+05,1.78E+06,3.75E+05,6.52E+05,4,3,4,4,3.58E+05,,1.37E+05,1.55E+06,1.47E+04,,1.78E+06,1.50E+06,,3.08E+06,5.81E+06,3.00E+04,,1.19E+06,1.18E+05,,3.46E+04,1.86E+06,5.29E+05,8.04E+05,1.42E+03,,1.34E+03,1.55E+06,7.57E+02,,3.17E+04,1.39E+04,,3.28E+04,3.47E+04,1.34E+03,,1.60E+05,2.94E+03,,9.73E+03,1.32E+04,1.24E+04,8.55E+03,0,FALSE,24.07,6,5,1401,151.6,5.86,5,RNA metabolism OR transcription;other metabolic processes,cytosol;nucleus;other cell component,"Pf16529, Pf21289",23644,A6NGM1; A8K4T4; hsa:23644; Q13025; Q13826; Q6P2E9; Q6ZR12; Q7Z6H7,ENSG00000038358,mRNA decay by 5' to 3' exoribonuclease,,1,0,136.81,39.76,153.05,95.68,Peak Found,n/a,Peak Found,High,Peak Found,n/a,Peak Found,Peak Found,n/a,Peak Found,Peak Found,Peak Found,n/a,High,Peak Found,n/a,Peak Found,Peak Found,Peak Found,Peak Found,1,,FALSE,99.07,124.11,67.27,131.85,20.94,,0,
Master Protein,High,P13473,LAMP2,Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2,3,44,0.436,0.693,0.365,1.263,-1.2,-0.53,-1.45,0.34,2.99E-01,9.98E-01,1.57E-01,7.77E-01,4.34E+06,1.66E+07,3.99E+06,3.50E+06,5,5,5,5,4.21E+06,3.28E+07,9.26E+05,4.34E+06,6.57E+06,1.66E+07,2.14E+06,2.80E+07,1.76E+06,3.95E+07,2.81E+06,2.83E+06,4.19E+06,9.84E+06,3.99E+06,1.18E+07,2.09E+06,2.24E+06,3.50E+06,5.20E+06,1.67E+04,1.24E+05,9.05E+03,4.34E+06,3.39E+05,5.91E+04,3.80E+04,2.59E+05,4.96E+04,4.20E+05,1.68E+04,1.26E+05,3.40E+04,1.33E+06,9.91E+04,2.30E+04,5.88E+05,1.59E+04,8.18E+04,5.54E+04,0,FALSE,7.985,6,3,410,44.9,5.63,3,cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;other biological processes,non-structural extracellular;plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component,"Pf01299, Pf21222",3920,A8K4X5; D3DTF0; hsa:3920; P13473; Q16641; Q6Q3G8; Q96J30; Q99534; Q9UD93,ENSG00000005893,Platelet degranulation ; Neutrophil degranulation; Chaperone Mediated Autophagy,"Perturbations to host-cell autophagy, induced by SARS-CoV-2 proteins; Clock-controlled autophagy in bone metabolism",5,0,133.32,93.26,61.87,80.82,Peak Found,High,Peak Found,High,High,High,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,High,High,High,High,Peak Found,High,Peak Found,1,,FALSE,128.09,128.11,146.57,137.35,67.15,other molecular function,0,
Master Protein,High,P34932,HSPA4,Heat shock 70 kDa protein 4 OS=Homo sapiens OX=9606 GN=HSPA4 PE=1 SV=4,9,22,0.434,0.613,0.634,0.513,-1.2,-0.7,-0.66,-0.96,3.69E-01,9.40E-01,5.23E-01,6.85E-01,1.77E+06,3.89E+05,3.05E+05,1.33E+05,2,4,3,4,,,,7.53E+05,4.16E+06,1.29E+06,4.72E+05,,3.14E+05,3.20E+05,,3.05E+05,,1.17E+06,1.73E+05,,1.50E+06,6.97E+04,2.24E+05,7.85E+04,,,,7.53E+05,2.14E+05,4.60E+03,8.40E+03,,8.85E+03,3.40E+03,,1.36E+04,,1.57E+05,4.30E+03,,4.20E+05,4.94E+02,5.25E+03,8.36E+02,0,FALSE,34.044,16,9,840,94.3,5.19,9,cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport,non-structural extracellular;cytosol;mitochondrion;nucleus,Pf00012,3308,hsa:3308; O95756; P34932; Q2TAL4; Q9BUK9,ENSG00000170606,Regulation of HSF1-mediated heat shock response,Parkin-ubiquitin proteasomal system pathway; HDAC6 interactions in the central nervous system,3,0,98.05,77.98,98.42,147.61,n/a,n/a,n/a,High,High,Peak Found,Peak Found,n/a,Peak Found,Peak Found,n/a,Peak Found,n/a,High,Peak Found,n/a,High,Peak Found,Peak Found,Peak Found,1,,FALSE,149.16,99.58,71.12,116.7,70.6,other molecular function,0,
Master Protein,Medium,Q9BYW2,SETD2,Histone-lysine N-methyltransferase SETD2 OS=Homo sapiens OX=9606 GN=SETD2 PE=1 SV=3,1,1,0.433,0.098,0.01,100,-1.21,-3.35,-6.64,6.64,3.89E-01,5.52E-02,1.00E-17,1.00E-17,3.92E+04,9.05E+04,3.85E+03,,2,2,1,,,,,1.47E+04,1.05E+05,,1.39E+05,,,5.90E+04,,,,3.85E+03,,,,,,,,,,1.47E+04,5.39E+03,,2.47E+03,,,6.28E+02,,,,5.19E+02,,,,,,,0.024,FALSE,1.906,0,1,2564,287.4,6.14,1,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;developmental processes;other biological processes,nucleus;other cell component,"Pf00397, Pf00856, Pf08236, Pf17907",29072,hsa:29072; O75397; O75405; Q17RW8; Q5BKS9; Q5QGN2; Q69YI5; Q6IN64; Q6ZN53; Q6ZS25; Q8N3R0; Q8TCN0; Q9BYW2; Q9C0D1; Q9H696; Q9NZW9,ENSG00000181555,PKMTs methylate histone lysines,Histone modifications; Mesodermal commitment pathway; Mesodermal commitment pathway; Pathways affected in adenoid cystic carcinoma; Clear cell renal cell carcinoma pathways; Type 2 papillary renal cell carcinoma; Pleural mesothelioma,8,0,106.6,56.98,,,n/a,n/a,n/a,High,Peak Found,n/a,Peak Found,n/a,n/a,Peak Found,n/a,n/a,n/a,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,1,,FALSE,110.95,170.08,,,1.86,cytoskeletal activity;other molecular function,0,
Master Protein,High,A0A6Q8PGB0,POLR2A,DNA-directed RNA polymerase subunit OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2,10,10,0.431,0.702,,1.714,-1.21,-0.51,,0.78,4.89E-01,9.55E-01,,5.36E-01,2.26E+05,4.56E+05,2.24E+05,5.96E+04,4,1,5,4,1.06E+05,3.39E+05,,7.51E+05,1.50E+05,4.56E+05,,,,,3.36E+05,2.24E+05,7.13E+04,5.19E+05,5.91E+04,1.56E+05,6.75E+03,,3.50E+04,1.01E+05,4.22E+02,1.29E+03,,7.51E+05,7.75E+03,1.62E+03,,,,,2.01E+03,1.00E+04,5.79E+02,7.00E+04,1.47E+03,3.05E+02,1.90E+03,,8.20E+02,1.08E+03,0,FALSE,54.183,9,10,1970,217.1,7.37,10,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,"Pf00623, Pf04983, Pf04990, Pf04992, Pf04997, Pf04998, Pf05000, Pf05001",,A0A6Q8PGB0,ENSG00000181222,,22q11.2 copy number variation syndrome,1,0,87.37,,79.7,89.82,Peak Found,Peak Found,n/a,High,Peak Found,Peak Found,n/a,n/a,n/a,n/a,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,n/a,Peak Found,Peak Found,1,Acetyl [N-Term],FALSE,85.06,125.05,,103.36,37.15,nucleic acid binding activity;other molecular function,0,
Master Protein,Medium,Q15008,PSMD6,26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1,1,1,0.431,0.01,1.037,0.01,-1.21,-6.64,0.05,-6.64,3.86E-01,1.00E-17,9.64E-01,1.00E-17,3.04E+04,7.04E+04,,6.56E+04,1,2,,3,,,,,3.04E+04,,,1.92E+05,,2.58E+04,,,,,,,1.03E+05,5.17E+04,,6.56E+04,,,,,1.57E+03,,,1.77E+03,,2.74E+02,,,,,,,2.90E+04,3.66E+02,,6.99E+02,0.03,FALSE,1.831,2,1,389,45.5,5.62,1,protein metabolism;other metabolic processes,non-structural extracellular;cytosol;nucleus;other cell component,"Pf01399, Pf10602, Pf21154",9861,A8K2E0; E9PHI9; hsa:9861; Q15008; Q6UV22,ENSG00000163636,Neutrophil degranulation; FCERI mediated NF-kB activation; Downstream TCR signaling; Antigen processing: Ubiquitination & Proteasome degradation; Activation of NF-kappaB in B cells; Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; ER-Phagosome pathway; Cross-presentation of soluble exogenous antigens (endosomes); SCF-beta-TrCP mediated degradation of Emi1; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Vpu mediated degradation of CD4; Vif-mediated degradation of APOBEC3G; Degradation of beta-catenin by the destruction complex; Regulation of activated PAK-2p34 by proteasome mediated degradation; Separation of Sister Chromatids; Autodegradation of the E3 ubiquitin ligase COP1; Regulation of ornithine decarboxylase (ODC); ABC-family proteins mediated transport; AUF1 (hnRNP D0) binds and destabilizes mRNA; Asymmetric localization of PCP proteins; Degradation of AXIN; Degradation of DVL; Hedgehog ligand biogenesis; Hh mutants are degraded by ERAD; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; Degradation of GLI2 by the proteasome; GLI3 is processed to GLI3R by the proteasome; Hedgehog 'on' state; Regulation of RAS by GAPs; NIK-->noncanonical NF-kB signaling; Defective CFTR causes cystic fibrosis; MAPK6/MAPK4 signaling; UCH proteinases; Ub-specific processing proteases; Orc1 removal from chromatin; CDK-mediated phosphorylation and removal of Cdc6; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; The role of GTSE1 in G2/M progression after G2 checkpoint; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Regulation of PTEN stability and activity; Neddylation; Regulation of expression of SLITs and ROBOs; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; Somitogenesis; Autodegradation of Cdh1 by Cdh1:APC/C; SCF(Skp2)-mediated degradation of p27/p21; Assembly of the pre-replicative complex; Regulation of RUNX3 expression and activity; Negative regulation of NOTCH4 signaling; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,Proteasome degradation; Alzheimer's disease and miRNA effects; Parkin-ubiquitin proteasomal system pathway; Alzheimer's disease,64,0,,108,,36.19,n/a,n/a,n/a,n/a,Peak Found,n/a,n/a,Peak Found,n/a,Peak Found,n/a,n/a,n/a,n/a,n/a,n/a,High,Peak Found,n/a,Peak Found,1,,FALSE,175.39,,124.19,,2.47,,0,
Master Protein,High,Q15003,NCAPH,Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=3,1,1,0.431,0.154,0.028,2.414,-1.22,-2.69,-5.18,1.27,4.12E-01,1.41E-01,1.34E-03,4.03E-01,5.07E+04,1.18E+05,7.83E+03,3.24E+03,2,1,2,1,7.62E+04,,,3.37E+04,,1.18E+05,,,,,,9.81E+03,,6.25E+03,,,3.24E+03,,,,3.03E+02,,,3.37E+04,,4.18E+02,,,,,,4.38E+02,,8.42E+02,,,9.11E+02,,,,0,FALSE,5.335,3,1,741,82.5,5.06,1,cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes,cytosol;nucleus;other cell component,Pf05786,23397,B4E189; hsa:23397; Q15003; Q8TB87,ENSG00000121152,Condensation of Prometaphase Chromosomes,2q11.2 copy number variation syndrome,2,0,54.71,,31.37,,Peak Found,n/a,n/a,High,n/a,Peak Found,n/a,n/a,n/a,n/a,n/a,Peak Found,n/a,Peak Found,n/a,n/a,Peak Found,n/a,n/a,n/a,1,,FALSE,62.2,49.64,0,33.73,3.21,other molecular function,0,
Master Protein,High,P25815,S100P,Protein S100-P OS=Homo sapiens OX=9606 GN=S100P PE=1 SV=2,1,18,0.43,0.546,6.055,0.026,-1.22,-0.87,2.6,-5.27,2.91E-01,7.86E-01,3.03E-02,1.54E-03,1.65E+06,3.43E+06,8.66E+05,2.07E+07,5,5,5,5,1.65E+06,1.89E+06,9.81E+05,3.24E+04,1.94E+07,3.43E+06,3.36E+06,1.08E+07,1.83E+06,4.39E+06,5.36E+05,5.85E+04,1.99E+06,1.50E+06,8.66E+05,2.07E+07,1.46E+05,3.88E+08,1.06E+07,1.58E+08,6.56E+03,7.18E+03,9.59E+03,3.24E+04,9.99E+05,1.22E+04,5.97E+04,9.97E+04,5.16E+04,4.67E+04,3.21E+03,2.61E+03,1.62E+04,2.02E+05,2.15E+04,4.05E+04,4.09E+04,2.75E+06,2.47E+05,1.69E+06,0.001,FALSE,3.525,11,1,95,10.4,4.88,1,other biological processes,non-structural extracellular;plasma membrane;other membranes;nucleus;other cell component,Pf01023,6286,hsa:6286; P25815; Q5J7W2,ENSG00000163993,Neutrophil degranulation,Gastric cancer network 1; Glucocorticoid receptor pathway; Nuclear receptors meta-pathway,4,0,171.04,73.52,77.45,143.14,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,High,High,1,,FALSE,133.8,137.01,147.22,147.98,37.84,other molecular function,0,
Master Protein,High,P19784,CSNK2A2,Casein kinase II subunit alpha' OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1,2,5,0.43,0.777,0.188,1.793,-1.22,-0.36,-2.41,0.84,2.81E-01,8.31E-01,4.98E-02,4.62E-01,3.89E+06,5.37E+05,2.46E+05,2.42E+05,4,3,5,1,2.27E+07,,4.35E+07,6.67E+05,6.13E+04,5.37E+05,2.03E+05,1.29E+06,,,3.02E+06,2.46E+05,1.79E+05,6.13E+05,8.87E+04,,2.42E+05,,,,9.01E+04,,4.25E+05,6.67E+05,3.16E+03,1.91E+03,3.61E+03,1.19E+04,,,1.81E+04,1.10E+04,1.45E+03,8.26E+04,2.20E+03,,6.81E+04,,,,0,FALSE,6.282,8,2,350,41.2,8.56,2,cell-cell signaling;cell cycle OR cell proliferation;protein metabolism;DNA metabolism;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes,cytosol;nucleus;other cell component,Pf00069,1459,hsa:1459; P19784,ENSG00000070770,Regulation of PTEN stability and activity; KEAP1-NFE2L2 pathway; RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known; Regulation of TP53 Activity through Phosphorylation; Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; WNT mediated activation of DVL; Signal transduction by L1; Maturation of hRSV A proteins; Receptor Mediated Mitophagy; Condensation of Prometaphase Chromosomes; Synthesis of PC,Alzheimer's disease and miRNA effects; Allograft rejection; lncRNA in canonical Wnt signaling and colorectal cancer; Breast cancer pathway; Wnt signaling; ncRNAs involved in Wnt signaling in hepatocellular carcinoma; Measles virus infection; Pleural mesothelioma; Alzheimer's disease; HDAC6 interactions in the central nervous system,21,0,123.86,82.13,149.67,,Peak Found,n/a,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,n/a,n/a,Peak Found,Peak Found,Peak Found,High,Peak Found,n/a,High,n/a,n/a,n/a,1,,FALSE,144.65,108.75,0,81.93,12.79,kinase activity;other molecular function,0,
Master Protein,High,Q9BPX3,NCAPG,Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1,1,4,0.427,1.453,9.008,0.06,-1.23,0.54,3.17,-4.06,4.23E-01,4.43E-01,2.76E-02,2.97E-02,5.87E+04,1.38E+05,7.43E+04,1.24E+06,3,1,4,1,,2.14E+05,,2.48E+04,5.87E+04,,,,,1.38E+05,5.83E+04,,4.10E+04,2.81E+05,9.46E+04,,1.24E+06,,,,,8.15E+02,,2.48E+04,3.03E+03,,,,,1.46E+03,3.49E+02,,3.33E+02,3.79E+04,2.35E+03,,3.48E+05,,,,0,FALSE,4.531,1,1,1015,114.3,5.59,1,cell cycle OR cell proliferation;cell organization and biogenesis;other biological processes,cytosol;nucleus;other cell component,Pf12719,64151,hsa:64151; Q3MJE0; Q96SV9; Q9BPX3; Q9BUR3; Q9BVY1; Q9H914; Q9H9Z6; Q9HBI9,ENSG00000109805,Condensation of Prometaphase Chromosomes,,1,0,101.8,,93.02,,n/a,Peak Found,n/a,Peak Found,Peak Found,n/a,n/a,n/a,n/a,Peak Found,Peak Found,n/a,Peak Found,High,Peak Found,n/a,High,n/a,n/a,n/a,1,,FALSE,107.64,97.47,0,74.83,11.26,,0,
